                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      0,                 1.3315,                0.76003,                 1.0465,                0.05557,                0.80234,                0.65249,                  0.389,                 1.2583,                0.68779,                 1.0076,               0.070007,              0.0033326,              0.0033326
                      0,                 1.4147,                 1.1125,               0.070007,              0.0033326,              0.0033326
                      0,                 1.0461,                 1.0439,               0.070007,              0.0033326,              0.0033326
                      1,                 1.3024,                0.74091,                 1.0355,                0.05337,                0.80444,                0.65821,                0.39387,                 1.2478,                0.67739,                 1.0038,               0.039347,               0.006006,               0.006006
                      1,                 1.4156,                  1.111,               0.039347,               0.006006,               0.006006
                      1,                 1.0409,                 1.0418,               0.039347,               0.006006,               0.006006
                      2,                 1.3158,                0.75874,                 1.0414,                0.05727,                0.80645,                0.66165,                0.39584,                 1.2461,                0.67727,                 1.0043,               0.008027,              0.0080194,              0.0080194
                      2,                 1.4239,                 1.1171,               0.008027,              0.0080194,              0.0080194
                      2,                 1.0432,                 1.0448,               0.008027,              0.0080194,              0.0080194
                      3,                 1.3236,                0.76854,                 1.0455,                0.05669,                0.80602,                0.66503,                0.39951,                 1.2361,                0.66896,                0.99948,                0.00703,                0.00703,                0.00703
                      3,                  1.426,                 1.1181,                0.00703,                0.00703,                0.00703
                      3,                 1.0433,                  1.045,                0.00703,                0.00703,                0.00703
                      4,                 1.3198,                0.76603,                 1.0444,                0.05781,                 0.8095,                0.66919,                0.40198,                 1.2306,                0.66199,                0.99704,                0.00703,                0.00703,                0.00703
                      4,                 1.4244,                 1.1169,                0.00703,                0.00703,                0.00703
                      4,                 1.0427,                 1.0442,                0.00703,                0.00703,                0.00703
                      5,                  1.305,                0.75281,                 1.0387,                0.05938,                0.81028,                0.67207,                0.40499,                 1.2227,                0.65504,                0.99458,                0.00604,                0.00604,                0.00604
                      5,                 1.4211,                 1.1137,                0.00604,                0.00604,                0.00604
                      5,                 1.0416,                 1.0426,                0.00604,                0.00604,                0.00604
                      6,                 1.2942,                0.74254,                 1.0344,                 0.0598,                0.81309,                0.67596,                0.40776,                 1.2173,                0.64892,                0.99136,                0.00505,                0.00505,                0.00505
                      6,                 1.4156,                 1.1098,                0.00505,                0.00505,                0.00505
                      6,                 1.0403,                  1.041,                0.00505,                0.00505,                0.00505
                      7,                 1.2809,                0.73087,                 1.0286,                0.06034,                0.81527,                 0.6794,                0.40973,                 1.2126,                0.64552,                0.98879,                0.00406,                0.00406,                0.00406
                      7,                 1.4133,                 1.1075,                0.00406,                0.00406,                0.00406
                      7,                 1.0395,                 1.0395,                0.00406,                0.00406,                0.00406
                      8,                 1.2685,                0.71811,                 1.0237,                0.06233,                0.81599,                0.68124,                0.41169,                 1.2075,                0.64106,                0.98638,                0.00307,                0.00307,                0.00307
                      8,                 1.4085,                 1.1039,                0.00307,                0.00307,                0.00307
                      8,                 1.0381,                 1.0377,                0.00307,                0.00307,                0.00307
                      9,                 1.2546,                0.70657,                 1.0179,                0.06304,                0.81719,                 0.6835,                0.41316,                 1.2047,                0.63883,                0.98459,                0.00208,                0.00208,                0.00208
                      9,                 1.4048,                 1.1006,                0.00208,                0.00208,                0.00208
                      9,                 1.0367,                 1.0357,                0.00208,                0.00208,                0.00208
