                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      0,                 1.2391,                0.68667,                 1.0151,                0.06865,                 0.8296,                 0.6933,                0.41754,                 1.2039,                 0.6405,                0.98923,               0.070007,              0.0033326,              0.0033326
                      0,                  1.403,                  1.106,               0.070007,              0.0033326,              0.0033326
                      0,                 1.0377,                  1.037,               0.070007,              0.0033326,              0.0033326
                      1,                 1.2367,                0.68766,                 1.0146,                0.06732,                0.82367,                0.69676,                0.42245,                 1.1939,                0.63445,                0.98682,               0.039347,               0.006006,               0.006006
                      1,                 1.4069,                 1.1051,               0.039347,               0.006006,               0.006006
                      1,                 1.0356,                 1.0365,               0.039347,               0.006006,               0.006006
                      2,                  1.254,                0.70786,                  1.022,                0.06238,                0.82456,                0.69534,                0.42053,                 1.1985,                0.63831,                0.98786,               0.008027,              0.0080194,              0.0080194
                      2,                 1.4158,                 1.1114,               0.008027,              0.0080194,              0.0080194
                      2,                 1.0384,                 1.0401,               0.008027,              0.0080194,              0.0080194
                      3,                 1.2632,                0.71881,                 1.0255,                0.06624,                0.82508,                0.69782,                0.42308,                 1.1925,                0.63125,                0.98532,                0.00703,                0.00703,                0.00703
                      3,                  1.418,                 1.1124,                0.00703,                0.00703,                0.00703
                      3,                 1.0387,                 1.0404,                0.00703,                0.00703,                0.00703
                      4,                 1.2609,                0.71749,                 1.0253,                0.06753,                0.82681,                0.70038,                0.42598,                 1.1865,                0.62405,                0.98406,                0.00703,                0.00703,                0.00703
                      4,                 1.4164,                 1.1114,                0.00703,                0.00703,                0.00703
                      4,                 1.0381,                 1.0395,                0.00703,                0.00703,                0.00703
                      5,                 1.2473,                0.70606,                 1.0199,                0.06763,                0.82821,                0.70473,                0.42918,                 1.1803,                0.61773,                0.98081,                0.00604,                0.00604,                0.00604
                      5,                 1.4135,                 1.1084,                0.00604,                0.00604,                0.00604
                      5,                  1.037,                 1.0381,                0.00604,                0.00604,                0.00604
                      6,                 1.2372,                0.69511,                  1.016,                0.06901,                0.83006,                  0.708,                0.43183,                 1.1754,                0.61326,                0.97922,                0.00505,                0.00505,                0.00505
                      6,                 1.4078,                  1.104,                0.00505,                0.00505,                0.00505
                      6,                 1.0354,                 1.0362,                0.00505,                0.00505,                0.00505
                      7,                 1.2248,                0.68439,                 1.0108,                0.07068,                0.83059,                0.71036,                0.43434,                  1.171,                 0.6077,                0.97679,                0.00406,                0.00406,                0.00406
                      7,                 1.4058,                  1.102,                0.00406,                0.00406,                0.00406
                      7,                 1.0346,                 1.0348,                0.00406,                0.00406,                0.00406
                      8,                 1.2136,                0.67216,                 1.0062,                0.07207,                0.83215,                0.71304,                 0.4364,                 1.1663,                0.60377,                0.97415,                0.00307,                0.00307,                0.00307
                      8,                 1.4012,                 1.0986,                0.00307,                0.00307,                0.00307
                      8,                 1.0332,                 1.0329,                0.00307,                0.00307,                0.00307
                      9,                 1.2011,                0.66009,                 1.0008,                 0.0724,                0.83328,                0.71487,                0.43773,                 1.1632,                0.60149,                 0.9725,                0.00208,                0.00208,                0.00208
                      9,                 1.3975,                 1.0954,                0.00208,                0.00208,                0.00208
                      9,                 1.0316,                  1.031,                0.00208,                0.00208,                0.00208
