Segmentation1 mIoU,Segmentation2 IoU,Object Detection mAP50,FPS,Memory Usage
0.9036798478122912,0.27842748034708026,0.7788225588181997,19.477977149985733,2806.2233915441175
0.8620299562788969,0.19827675258915503,0.6286153913028037,25.210306577543815,3090.9472903481014
0.9086554855723942,0.27406820498141665,0.7789367243485712,21.251829829039497,6014.335258152174
0.8706442462242823,0.19748639108341273,0.634753162233811,31.252092123387225,6309.116796875
