                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      0,                   1.19,                0.64308,                0.99798,                0.07136,                0.83357,                0.71835,                0.43871,                 1.1682,                0.60573,                0.97845,               0.070007,              0.0033326,              0.0033326
                      0,                 1.3945,                 1.0965,               0.070007,              0.0033326,              0.0033326
                      0,                 1.0304,                 1.0312,               0.070007,              0.0033326,              0.0033326
                      1,                 1.1968,                0.65429,                 1.0022,                 0.0697,                0.83623,                0.71923,                0.44017,                 1.1636,                0.60549,                0.97751,               0.039347,               0.006006,               0.006006
                      1,                 1.4035,                 1.1025,               0.039347,               0.006006,               0.006006
                      1,                 1.0315,                 1.0335,               0.039347,               0.006006,               0.006006
                      2,                 1.2167,                0.67673,                 1.0106,                0.06743,                0.83495,                 0.7167,                0.43747,                 1.1675,                0.61014,                0.98096,               0.008027,              0.0080194,              0.0080194
                      2,                  1.414,                   1.11,               0.008027,              0.0080194,              0.0080194
                      2,                  1.035,                 1.0376,               0.008027,              0.0080194,              0.0080194
                      3,                 1.2286,                0.68896,                 1.0158,                0.06651,                0.83428,                0.71878,                0.44039,                 1.1615,                0.60526,                 0.9783,                0.00703,                0.00703,                0.00703
                      3,                 1.4165,                 1.1115,                0.00703,                0.00703,                0.00703
                      3,                 1.0356,                 1.0382,                0.00703,                0.00703,                0.00703
                      4,                 1.2249,                0.68691,                 1.0145,                0.07245,                0.83711,                0.72353,                0.44392,                 1.1548,                0.59654,                0.97507,                0.00703,                0.00703,                0.00703
                      4,                 1.4144,                 1.1103,                0.00703,                0.00703,                0.00703
                      4,                 1.0349,                 1.0374,                0.00703,                0.00703,                0.00703
                      5,                 1.2121,                0.67484,                 1.0097,                0.07524,                0.83713,                0.72645,                0.44677,                   1.15,                0.58993,                0.97356,                0.00604,                0.00604,                0.00604
                      5,                 1.4112,                  1.107,                0.00604,                0.00604,                0.00604
                      5,                 1.0336,                 1.0357,                0.00604,                0.00604,                0.00604
                      6,                 1.2011,                0.66396,                 1.0051,                0.07678,                0.83987,                0.73025,                 0.4497,                 1.1443,                0.58403,                0.97082,                0.00505,                0.00505,                0.00505
                      6,                 1.4046,                 1.1023,                0.00505,                0.00505,                0.00505
                      6,                 1.0319,                 1.0336,                0.00505,                0.00505,                0.00505
                      7,                 1.1884,                0.65219,                0.99959,                0.07782,                0.84193,                0.73329,                0.45197,                 1.1405,                0.57979,                0.96841,                0.00406,                0.00406,                0.00406
                      7,                 1.4022,                 1.0996,                0.00406,                0.00406,                0.00406
                      7,                  1.031,                 1.0318,                0.00406,                0.00406,                0.00406
                      8,                 1.1769,                0.64047,                0.99492,                0.08008,                0.84324,                0.73602,                0.45399,                 1.1369,                0.57631,                0.96599,                0.00307,                0.00307,                0.00307
                      8,                 1.3975,                  1.096,                0.00307,                0.00307,                0.00307
                      8,                 1.0293,                 1.0298,                0.00307,                0.00307,                0.00307
                      9,                 1.1641,                0.62772,                 0.9893,                0.08075,                0.84387,                0.73732,                0.45535,                 1.1338,                0.57366,                0.96409,                0.00208,                0.00208,                0.00208
                      9,                  1.393,                 1.0924,                0.00208,                0.00208,                0.00208
                      9,                 1.0276,                 1.0277,                0.00208,                0.00208,                0.00208
