                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      0,                 1.2692,                0.71362,                 1.0247,                0.05599,                 0.8204,                0.67911,                 0.4061,                  1.227,                0.66416,                0.99634,               0.070007,              0.0033326,              0.0033326
                      0,                 1.4065,                 1.1048,               0.070007,              0.0033326,              0.0033326
                      0,                 1.0395,                 1.0393,               0.070007,              0.0033326,              0.0033326
                      1,                 1.2609,                0.70899,                  1.022,                0.05999,                0.82451,                0.68416,                0.41101,                 1.2158,                0.65666,                0.99165,               0.039347,               0.006006,               0.006006
                      1,                 1.4099,                 1.1071,               0.039347,               0.006006,               0.006006
                      1,                 1.0375,                 1.0385,               0.039347,               0.006006,               0.006006
                      2,                 1.2777,                  0.728,                  1.029,                0.05845,                0.81971,                0.68234,                0.40958,                 1.2179,                0.65532,                0.99528,               0.008027,              0.0080194,              0.0080194
                      2,                 1.4184,                 1.1131,               0.008027,              0.0080194,              0.0080194
                      2,                 1.0402,                 1.0419,               0.008027,              0.0080194,              0.0080194
                      3,                 1.2875,                0.73988,                 1.0333,                0.06275,                0.81881,                 0.6852,                 0.4138,                 1.2112,                0.64718,                0.99233,                0.00703,                0.00703,                0.00703
                      3,                 1.4213,                  1.115,                0.00703,                0.00703,                0.00703
                      3,                 1.0405,                 1.0422,                0.00703,                0.00703,                0.00703
                      4,                 1.2846,                0.73764,                 1.0327,                0.06198,                0.81924,                0.68684,                0.41552,                 1.2039,                0.64251,                0.98905,                0.00703,                0.00703,                0.00703
                      4,                 1.4195,                 1.1134,                0.00703,                0.00703,                0.00703
                      4,                 1.0398,                 1.0414,                0.00703,                0.00703,                0.00703
                      5,                 1.2712,                0.72603,                 1.0273,                0.06424,                0.82327,                0.69208,                0.41907,                 1.1986,                0.63482,                0.98591,                0.00604,                0.00604,                0.00604
                      5,                 1.4165,                 1.1105,                0.00604,                0.00604,                0.00604
                      5,                 1.0388,                 1.0401,                0.00604,                0.00604,                0.00604
                      6,                 1.2607,                0.71521,                 1.0232,                 0.0655,                0.82478,                0.69501,                0.42142,                  1.192,                0.62813,                0.98372,                0.00505,                0.00505,                0.00505
                      6,                 1.4109,                 1.1066,                0.00505,                0.00505,                0.00505
                      6,                 1.0373,                 1.0382,                0.00505,                0.00505,                0.00505
                      7,                 1.2485,                0.70386,                 1.0177,                 0.0665,                0.82511,                0.69756,                0.42405,                 1.1869,                0.62439,                0.98103,                0.00406,                0.00406,                0.00406
                      7,                 1.4088,                 1.1041,                0.00406,                0.00406,                0.00406
                      7,                 1.0366,                 1.0368,                0.00406,                0.00406,                0.00406
                      8,                 1.2369,                0.69261,                 1.0135,                0.06697,                0.82755,                 0.6999,                 0.4256,                 1.1839,                0.62145,                0.97901,                0.00307,                0.00307,                0.00307
                      8,                 1.4043,                  1.101,                0.00307,                0.00307,                0.00307
                      8,                 1.0352,                 1.0349,                0.00307,                0.00307,                0.00307
                      9,                  1.225,                0.68144,                 1.0084,                0.06766,                0.82858,                0.70187,                0.42688,                 1.1814,                0.61902,                0.97771,                0.00208,                0.00208,                0.00208
                      9,                 1.4007,                 1.0978,                0.00208,                0.00208,                0.00208
                      9,                 1.0336,                 1.0329,                0.00208,                0.00208,                0.00208
