                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      0,                 1.2161,                0.66795,                  1.006,                 0.0649,                0.83015,                0.70741,                0.43026,                 1.1781,                0.62197,                0.97971,               0.070007,              0.0033326,              0.0033326
                      0,                 1.3973,                 1.0989,               0.070007,              0.0033326,              0.0033326
                      0,                 1.0331,                 1.0333,               0.070007,              0.0033326,              0.0033326
                      1,                 1.2155,                0.67054,                 1.0072,                0.07264,                0.83052,                0.70807,                0.43234,                 1.1748,                0.61803,                0.98058,               0.039347,               0.006006,               0.006006
                      1,                 1.4038,                 1.1032,               0.039347,               0.006006,               0.006006
                      1,                  1.033,                 1.0343,               0.039347,               0.006006,               0.006006
                      2,                 1.2335,                 0.6917,                 1.0151,                0.06515,                 0.8316,                0.70744,                0.42956,                 1.1803,                0.62239,                0.98268,               0.008027,              0.0080194,              0.0080194
                      2,                 1.4136,                 1.1095,               0.008027,              0.0080194,              0.0080194
                      2,                 1.0361,                 1.0382,               0.008027,              0.0080194,              0.0080194
                      3,                  1.244,                0.70276,                 1.0193,                0.06741,                0.82992,                0.70834,                0.43205,                 1.1746,                0.61676,                 0.9811,                0.00703,                0.00703,                0.00703
                      3,                 1.4162,                  1.111,                0.00703,                0.00703,                0.00703
                      3,                 1.0365,                 1.0387,                0.00703,                0.00703,                0.00703
                      4,                 1.2423,                0.70185,                 1.0192,                0.06788,                0.83194,                 0.7112,                0.43467,                 1.1688,                 0.6105,                0.97881,                0.00703,                0.00703,                0.00703
                      4,                 1.4143,                 1.1097,                0.00703,                0.00703,                0.00703
                      4,                 1.0359,                 1.0379,                0.00703,                0.00703,                0.00703
                      5,                  1.229,                0.69003,                 1.0143,                0.07239,                0.83404,                0.71615,                0.43815,                 1.1617,                0.60345,                0.97649,                0.00604,                0.00604,                0.00604
                      5,                 1.4113,                 1.1065,                0.00604,                0.00604,                0.00604
                      5,                 1.0348,                 1.0365,                0.00604,                0.00604,                0.00604
                      6,                 1.2188,                0.67901,                 1.0099,                0.07239,                 0.8373,                0.71996,                0.44093,                 1.1577,                0.59771,                0.97338,                0.00505,                0.00505,                0.00505
                      6,                 1.4052,                 1.1024,                0.00505,                0.00505,                0.00505
                      6,                 1.0332,                 1.0345,                0.00505,                0.00505,                0.00505
                      7,                  1.206,                0.66804,                 1.0043,                0.07355,                0.83784,                 0.7223,                0.44329,                 1.1536,                0.59406,                0.97115,                0.00406,                0.00406,                0.00406
                      7,                 1.4034,                 1.1004,                0.00406,                0.00406,                0.00406
                      7,                 1.0324,                  1.033,                0.00406,                0.00406,                0.00406
                      8,                 1.1943,                0.65578,                0.99981,                0.07505,                 0.8391,                0.72455,                0.44521,                 1.1491,                0.59011,                 0.9685,                0.00307,                0.00307,                0.00307
                      8,                 1.3987,                  1.097,                0.00307,                0.00307,                0.00307
                      8,                 1.0308,                  1.031,                0.00307,                0.00307,                0.00307
                      9,                 1.1824,                0.64372,                0.99464,                0.07585,                0.83941,                0.72603,                0.44676,                 1.1464,                0.58711,                 0.9671,                0.00208,                0.00208,                0.00208
                      9,                 1.3946,                 1.0936,                0.00208,                0.00208,                0.00208
                      9,                 1.0292,                  1.029,                0.00208,                0.00208,                0.00208
